Row ID ,Comment,Aspect Ranks,,,,,,,Aspects,,,,,,,Sentiment
3897,There should be video lectures in the class. His body language and method is very positive and good.,3,5,5,5,4,5,0,0,0,0,0,0,0,1,4
3900,lecture starts boring when instructor gives a long presentation of the topic without involving students.,2,5,3,3,5,3,0,0,0,1,0,0,0,1,1
3904,practice exercises should be in class rather than speaking for the whole slot,4,4,4,4,4,4,4,0,0,0,0,0,0,1,2
3907,Everything he delivers is outstanding .,5,5,5,5,5,5,0,0,0,0,0,0,0,1,5
3908,Making lectures interesting by some activities and relating interesting experiences from his life to the topic is great.,2,4,4,4,4,4,0,0,1,1,1,0,0,1,5
3930,"Co-operative and very interesting lectures, conceptual lectures along with practical problems.",5,5,5,5,5,5,5,0,0,1,1,0,0,1,5
3932,Instructor is so good and has good grip on the module. He is the brilliant teacher of his subject. I am satisfied with the method of teaching.,5,5,5,5,5,5,5,0,1,1,0,0,0,1,5
3934,He should spent more time to prepare for lecture,1,3,3,1,3,4,0,0,0,0,0,0,0,0,2
3936,He is co-cooperative and kind,2,4,4,4,4,4,0,0,0,0,0,0,0,1,4
3937,He should change his way of teaching. I could not easily understand him.,3,3,2,3,4,3,0,0,0,0,0,0,0,1,2
3938,Friendly environment.,2,5,5,4,5,5,0,0,0,0,0,0,0,1,4
3939,Each and every point is quiet cleared in the class with practical examples. The instructor generates interest in class.,5,5,5,5,5,5,0,0,1,1,1,0,0,1,5
3940,Friendly environment in class,3,4,3,2,4,3,0,0,0,0,0,0,0,1,4
3941,there should be some quiz for practice as we have no mid or graded quiz.,5,5,5,5,5,5,0,0,0,0,0,0,0,0,1
3941,Way of teaching is very interesting and clear. We do not feel bored during lectures.,5,5,5,5,5,5,0,0,0,0,0,0,0,1,5
3956,Difficult and unsolved examples from book must be solved in class.,4,5,4,4,5,5,0,0,0,0,0,0,0,1,3
3957,periodic tests should be arranged,4,4,4,4,4,2,4,0,0,0,0,0,0,0,3
3962,there should a tutorial class in a week.,5,5,4,5,5,3,5,0,0,0,0,0,0,0,3
3962,Lectures are interesting and has practical problems solving exercises,5,5,4,5,5,3,5,0,0,0,1,0,0,1,4
3963,Cool natured person and answers all questions,5,5,5,4,5,5,5,0,1,0,0,0,0,1,4
3964,I like the problems discussed in the class,3,4,4,3,3,1,5,0,0,0,1,0,0,0,4
3965,"Needs to improve preparation, give more examples and keep the speed a little slow",4,4,3,3,4,3,4,0,0,0,1,0,0,1,1
3968,"the good thing is that he knows the sort of problems which disturb us, so he himself manages that for us",5,5,5,5,5,5,5,0,1,0,0,0,0,1,4
3968,"The good thing is that he knows the sorts of problems which might disturb, so he himself takes care of them for us",5,5,5,5,5,5,5,0,0,0,0,0,1,1,5
3969,He listens to everyone and teaches at the level of students.,4,4,5,4,5,5,0,0,0,0,0,0,0,1,5
3969,"Time slot is not enough for this course, either he has to increase it or pay more time to a single topic. He listens to everyone.",4,4,5,4,5,5,0,0,0,0,0,0,0,1,5
3970,Teacher is available outside the class and problems are solved in time.,5,5,4,5,5,5,5,1,0,0,1,0,0,0,4
3971,Practice problems in the form of non graded assignments should be given to students. Friendly environment.,4,4,2,4,5,3,4,0,0,0,1,0,0,0,3
3972,We should also be taught how to synthesize circuits along with the analysis part.,5,5,5,5,5,5,5,0,0,0,1,0,0,1,2
3972,"Very good interaction with the students, gives example problems to elaborate concepts. One thing that I think is very good about the instructor is that he nicely prepares and presents things in the class in a systematic way.",5,5,5,5,5,5,5,0,0,0,1,1,0,1,5
3973,He should interact more with students.,3,5,4,5,4,3,5,0,0,0,0,0,0,1,2
3975,Little more problem solving exercises.,4,4,4,4,4,4,4,0,0,0,1,0,0,0,3
3975,A little more problem solving exercises would help.,4,4,4,4,4,4,4,0,0,0,1,0,0,0,4
3986,He is cooperative :),4,4,4,4,4,0,0,0,0,0,0,0,1,0,4
3994,Instructor must be aware of topics covered theoretically and labs must be held accordingly.,4,3,3,4,3,0,0,0,0,0,0,1,1,0,2
4000,Delivery method is just satisfactory and it needs to be improved,5,4,4,4,4,0,0,0,0,0,0,0,0,1,2
4002,"Before performing experiments, a brief background of the experiment and its theory should be explained, so the students have a knowledge of the significance of experiment and related issues. I like his friendly attitude.",4,4,3,4,3,0,0,0,0,0,0,0,1,1,3
4006,The instructor looks confused. He must speak loudly and clearly.,2,3,2,3,3,0,0,0,1,0,0,0,0,1,2
4008,The instructor is very cooperative and fixes the problems which students face.,5,4,5,5,5,0,0,0,0,0,0,0,1,1,4
4023,Needs to improve his grip on the subject,5,5,5,4,5,5,5,0,1,0,0,0,0,0,2
4028,Improve his teaching behavior and method,1,5,5,4,4,5,5,0,0,0,0,0,0,1,1
4029,He could not clearly deliver the lecture.,3,4,5,5,5,4,0,0,0,0,0,0,0,1,2
4034,"Full of knowledge and experience of the practical field, knows what is necessary for students and what is not",4,5,5,5,5,5,5,0,1,1,0,0,0,1,5
4036,He needs to be a little friendly with students. He must spend more time in lab with student.,2,5,4,3,5,3,4,0,0,0,0,0,1,1,1
4037,"Informatory lecture, interesting information.",3,5,5,5,5,5,5,0,0,0,0,0,0,1,4
4039,Instructor is only available during Saturday which creates difficulty for students who need to discuss their relevant problems.,1,5,5,5,5,4,3,1,0,0,0,0,0,0,2
4042,"The instructor generates interest of students in all topics. I feel very good while working with him. His teaching style is impressive. He relates the problems faced in class, with practical life.",2,5,5,5,5,4,5,0,0,1,1,0,0,1,5
4053,He should be polite with class. He behaves just like he is teaching a primary class!,4,5,2,4,4,0,0,0,0,0,0,0,0,1,1
4058,His behavior is very good.,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5
4059,"Teaching method, knowledge of subject and attitude need to be improved.",4,2,2,3,3,0,0,0,1,0,0,0,0,1,1
4060,He should actively interact with students.,4,3,3,4,3,0,0,0,0,0,0,0,0,1,3
4061,Improve teaching style and lack of knowledge,3,2,2,2,2,0,0,0,1,0,0,0,0,1,1
4066,"Improve the way of teaching, creating interest to the module and the topic, knowledge grip on the subject or module.",5,3,4,4,4,0,0,0,1,1,0,0,0,1,1
4067,No special aspect to be liked,3,3,4,3,3,0,0,1,1,1,1,1,1,1,1
4068,"I think the instructor should prepare very  well before getting to class. Most of the times when we ask questions, he wasn't prepared beforehand so it would take him more time.",4,3,2,3,3,0,0,0,1,0,0,0,0,1,2
4072,He knows every thing but he doesn't know how to deliver it,4,3,2,3,2,0,0,0,1,0,0,0,0,1,2
4073,"Instructor is co-operative, and does his best effort for each and every student.",5,4,2,3,3,0,0,0,0,0,0,0,1,1,5
4074,He is very good but he should have a grip on the subject,4,3,3,3,3,0,0,0,1,0,0,0,0,0,3
4086,"His way of teaching is not satisfactory. Things that are related to ""how it should be done"" must be practically performed. He just writes it on board which always goes over our heads.",5,4,3,3,5,5,2,0,0,1,0,0,1,1,5
4087,Shouldn't be aggressive,4,2,3,1,4,4,4,0,0,0,0,0,0,0,1
4089,He should use multimedia projector to deliver his lectures.,3,5,4,3,5,4,4,0,0,0,0,0,0,1,3
4090,He has friendly behavior and is regular,5,4,2,1,4,5,5,1,0,0,0,0,0,1,4
4091,According to my opinion the instructor gives his best effort in teaching. He explains every thing very well.,4,5,5,5,5,5,5,0,1,0,0,0,0,1,5
4092,He is very hardworking,5,4,3,2,3,5,4,0,0,0,0,0,0,0,5
4093,Sometimes he is unable to clear the concepts as he emphasizes only on the book knowledge.,4,3,3,2,5,5,3,0,1,0,0,1,0,1,3
4094,"He is best, but he should improve his method of teaching.",4,4,5,5,4,5,3,0,1,0,0,0,0,1,3
4095,"He should try to develop our interest in the subject. As we have not done anything practical in it, the course work was pretty boring.",5,4,3,3,4,5,4,0,0,1,1,0,0,1,1
4096,Needs to improve his teaching method,5,3,3,3,3,5,2,0,0,0,0,0,0,1,2
4097,"I like his cooperation with students, ability to generate interest in students about the subject and extra support in understanding the Module",5,5,5,5,5,5,5,0,0,1,0,0,0,1,5
4098,He should stick to the lecture time. He uses up our 15 minutes of break.,5,5,4,5,5,5,5,0,0,0,0,0,0,1,2
4099,"Instructor should teach less or at least normal amount of content in one lecture. He covers too much content in just one slot, and it becomes very  difficult for us to revise or practice it. Therefore, I have problem in understanding almost all the concepts we have studied yet.",4,4,1,3,3,4,2,0,0,0,0,0,0,1,1
4100,He keeps each and every student involved in the lecture. He is very sincere with students. We are happy with him.,5,5,5,4,5,5,4,0,0,1,0,0,1,1,5
4101,He is unable to clear concept from basic level.,5,3,3,3,3,4,3,0,1,0,0,0,0,1,2
4102,He is very cooperative and helps each student individually for any problem regarding lab session or assessments. Best part is that he pays attention to each and every student in lab or class and help them without disappointing and degrading him.,5,4,4,4,5,5,5,0,0,0,0,0,1,1,5
4103,He is a hard working person and tries his best to teach as good as possible.,5,5,4,3,4,5,5,0,0,0,0,0,0,1,4
4104,"He searches for a student who is not putting enough effort in the subject, makes him realize it and encourages him to work.",5,4,4,4,3,5,4,0,0,1,0,0,0,1,5
4105,He is easily accessible outside the class and has friendly behavior.,5,4,5,4,4,5,4,1,0,0,0,0,0,1,4
4116,His way of teaching and respect for students are excellent qualities.,5,5,5,4,5,3,5,0,0,0,0,0,0,1,5
4117,"He is co-operative, has good manners and is friendly.",3,5,4,5,5,5,0,0,0,0,0,0,0,1,4
4118,Friendly behavior and no favoritism.,4,5,5,1,5,5,0,0,0,0,0,0,0,1,4
4119,Involves everyone in the topic's discussions. Friendly.,4,5,5,5,5,5,5,0,0,0,0,0,0,1,4
4120,His knowledge about this field is very strong.,4,5,4,4,5,1,5,0,1,0,0,0,0,0,5
4129,"He prepares lecture before coming to class, very well. He always entertains our questions. He is a very good teacher.",5,5,3,3,4,5,4,0,1,0,0,0,1,1,5
4130,He prepares his lecture very well.,4,5,4,4,5,5,0,0,1,0,0,0,0,1,4
4131,A good teacher tries to clear each and every topic,4,3,4,3,4,4,0,0,0,0,0,0,0,1,4
4132,"The topics we are studying these days are very tough. So, if the teacher could spend some more time on it with us, it would be great.",4,5,4,4,3,4,3,0,0,0,0,0,0,0,3
4133,Teaching Method is awesome. He prepares every lecture very well. His behavior is very good.,4,5,5,4,5,1,5,0,1,0,0,0,0,1,5
4134,His teaching Method is very good.,4,5,5,4,5,4,0,0,0,0,0,0,0,1,5
4135,He should improve his content delivering speed.,4,5,5,3,4,5,0,0,0,0,0,0,0,1,2
4138,cooperative and polite to every student.,3,4,4,4,4,4,0,0,0,0,0,0,0,1,4
4139,Knowledge of the subject is excellent .,4,5,4,3,4,5,4,0,1,0,0,0,0,0,5
4154,He delivers his lectures slowly,5,5,5,4,5,5,5,0,0,0,0,1,0,1,3
4156,"He is a good teacher, has a good command over the subject and most importantly builds interest of the subject in students.",3,5,5,4,4,4,4,0,1,1,0,0,0,1,5
4157,He has strong grip on the subject. He tries his best to clear our concepts.,4,5,5,5,5,5,5,0,1,0,0,0,0,1,5
4158,His knowledge and concepts on the topic are very clear and he makes everything easily understandable.,5,5,5,5,5,2,5,0,1,0,0,0,0,1,5
4160,Teacher's knowledge is very good. He delivers lecture very well.,5,5,4,2,4,3,4,0,1,0,0,0,0,1,5
4161,His teaching method is very good. His behavior is very good. He prepares every lecture very well. He is a very good teacher.,4,5,5,4,5,5,5,0,1,0,0,0,0,1,5
4162,He explains everything,3,4,4,3,4,2,4,0,0,0,0,0,0,1,4
4163,All is well,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4
4164,He integrates things very well and produces a good coherence between the topics.,4,5,4,5,5,3,4,0,1,1,1,0,0,1,5
4165,"We are very new to this subject so it needs to be taught in very slow speed. Also, if the instructor could give us resources like articles and tutorials on the topic we have studied in class, it would be great.",4,5,4,4,4,5,3,0,0,0,0,1,0,1,1
4166,He delivers lecture in a sequence according to topics.,5,4,5,5,5,3,5,0,0,0,0,1,0,0,3
4182,"Practical work should be improved, and his teaching method should also be improved",3,3,3,3,2,0,0,0,0,0,1,0,0,1,2
4184,He needs to be more clear and precise,2,3,2,3,2,0,0,0,0,0,0,0,0,1,3
4189,"Teaching method, making interest in the module needs to improve",3,3,2,2,2,0,0,0,0,1,0,0,0,1,2
4191,Delivery method is poor,4,4,3,4,4,0,0,0,0,0,0,0,0,1,1
4193,"Teaching method, attitude and knowledge of subject needs to improve",3,3,1,3,2,0,0,0,1,0,0,0,0,1,1
4195,I like his regularity,4,3,2,2,4,0,0,1,0,0,0,0,0,0,4
4196,He is friendly,3,2,1,2,1,0,0,0,0,0,0,0,0,0,4
4197,Needs to improve communication skills,4,3,1,3,1,0,0,0,0,0,0,0,0,1,2
4198,"He should try to make things clear rather than making them more vague. Since we are doing practical work in lab, therefore things should be explained in practical manner.",4,3,2,4,3,0,0,0,0,0,1,0,1,1,1
4199,"He teaches as if he is teaching himself. That is not the method of teaching really. He just tries to be over smart in class but the art to deliver knowledge is totally absent out there. Therefore, he should prepare very well before going to a class and teaching complex concepts. He just skims through the top of every topic. We are not able to understand the detail of any concept.",3,2,1,1,1,0,0,0,1,0,0,0,0,1,1
4201,"He should consider the whole class while delivering the lecture. He should take care that every student is getting the point delivered in class, and also listen to him attentively and check if he has performed the given tasks correctly, instead of just giving questions upon questions and getting responses only from just a few students.",3,4,3,3,2,0,0,0,0,0,0,0,1,1,1
4213,All is well.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4
4216,Teaching style and grip on the subject he is teaching is good,4,5,4,4,4,4,4,0,1,0,0,0,0,1,4
4217,Improve the instructor's availability outside class.,2,5,4,4,4,4,4,1,0,0,0,0,0,0,2
4218,His teaching method is outstanding. He always tries to clear the concepts.,3,5,5,5,5,5,5,0,1,0,0,0,0,1,5
4219,"He is a good teacher , able to create interest in the course",4,5,5,5,5,5,4,0,1,1,0,0,0,1,4
4220,He is an awesome teacher,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5
4221,His concepts and knowledge on the topics he cover is good,1,5,5,5,5,5,5,0,1,0,0,0,0,0,4
4223,"Good teaching, good behavior and no favoritism",5,5,5,5,5,5,5,0,0,0,0,0,0,1,5
4224,"Very co-operative, and hard working",3,5,5,5,5,5,5,0,0,0,0,0,0,1,4
4225,Polite and cooperative. Helps each and every student during lab session.,2,5,5,5,5,5,5,0,0,0,0,0,1,1,4
4226,His method of teaching is excellent.,3,5,5,4,5,5,5,0,0,0,0,0,0,1,5
4227,He elaborates things well and explain almost every minute detail.,3,5,4,5,4,4,5,0,1,0,0,0,0,1,4
4229,Explain each and every point of lecture.,5,5,5,5,5,5,5,0,0,0,0,0,0,1,4
4230,Friendly and good teaching method,5,5,4,4,4,5,4,0,0,0,0,0,0,1,4
4232,He begins from basic concepts and teaches very thoroughly,4,5,4,4,5,4,4,0,1,0,0,0,0,1,5
4249,"His teaches too many concepts in a lecture and the lectures go over-time. It burdens us very much. So, he must try to balance the load on us.",3,5,3,4,5,0,0,0,0,0,0,1,0,1,1
4250,He is regular and has good grip over content,5,4,4,4,4,0,0,1,1,0,0,0,0,0,4
4251,He needs to improve his involvement with the class and course,3,2,2,3,2,0,0,0,0,0,0,1,0,1,1
4252,Communication and teaching method need to be improved. He is hard working and cooperative,4,4,2,4,2,0,0,0,1,0,0,0,0,1,3
4253,He should actively interact with students and check every student to see what they are doing.,4,4,4,4,3,0,0,0,0,0,0,0,1,1,3
4254,Method of delivering lecture needs to improve,3,3,1,3,3,0,0,0,0,0,0,0,0,1,2
4255,I like his friendly behavior and that he is regular,4,3,2,4,2,0,0,1,0,0,0,0,0,1,4
4258,He has friendly behavior easily accessibility. He tries his best to deliver his knowledge.,4,3,3,4,3,0,0,1,1,0,0,0,0,1,5
4259,I like his behavior. He helps a lot when we need him with lab problems,2,3,3,3,3,0,0,0,0,0,0,0,1,0,4
4262,Needs to improve his method of teaching and attitude.,3,3,3,3,3,0,0,0,0,0,0,0,0,1,2
4267,"Be kind, friendly and practical",2,3,3,2,2,0,0,0,0,0,1,0,0,1,1
4282,Needs to improve teaching methodology.,4,5,4,4,5,5,3,0,0,0,0,0,0,1,2
4283,He is not very understandable the first time. He needs to repeat again and again to make things clear.,4,3,5,3,4,3,0,0,0,0,0,0,0,1,2
4285,His knowledge about this course is outstanding,3,5,5,5,5,4,5,0,1,0,0,0,0,0,5
4288,Friendly behavior,4,5,4,4,4,5,5,0,0,0,0,0,0,1,4
4289,Sometimes he cannot convey the message he intended to and that is the most disturbing part of his lecture,4,4,3,3,4,4,3,0,1,0,0,0,0,1,3
4292,Method of teaching is needs to change and he also needs to speak loudly in class,3,4,2,4,3,3,2,0,0,0,0,0,0,1,3
4293,Improve delivery method and behavior with students,5,4,2,2,4,4,3,0,0,0,0,0,0,1,2
4294,He tries hard to make student understand the lecture.,4,5,3,4,4,4,3,0,0,0,0,0,0,0,4
4295,"Easily accessibility, friendly behavior and tries his best to deliver well.",4,4,3,3,4,4,0,1,0,0,0,0,0,1,5
4296,I don't know reason but I feel difficulty in understanding in his lecture,4,3,3,3,4,4,3,0,0,0,0,0,0,1,2
4297,I like his accessibility and that he has good grip of the concepts,3,4,4,4,3,5,4,1,1,0,0,0,0,0,4
4298,"He is regular, friendly and encourages students to ask more question.",3,4,1,3,2,4,2,1,0,0,0,0,0,1,5
4314,All is well,2,4,4,3,4,4,0,1,1,1,1,1,1,1,4
4321,He's good,4,3,3,4,3,3,3,1,1,1,1,1,1,1,4
4324,He should teach us in a better way.,3,3,3,2,2,3,2,0,0,0,0,0,0,1,2
4327,He should try to have a good interaction with students.,3,5,3,3,4,3,0,0,0,0,0,0,0,1,2
4329,Co-operative,3,5,4,3,4,4,0,0,0,0,0,0,0,1,4
4346,The best thing about instructor is that he tries his best to help the students but the problem is with the content provided to him regarding the course. Also the instructor appears to have no previous experience as lab instructor.,4,2,3,3,3,0,0,0,1,0,0,1,1,1,3
4348,His adherence to course outline and his knowledge on the subject needs to be improved.,4,2,2,3,3,0,0,0,1,0,0,1,0,0,1
4350,He should answer our questions instead of running out of class or telling us to ask from other students.,3,1,1,1,1,0,0,0,1,0,0,0,1,1,1
4351,"He needs to improve his information regarding the subject(it appears that he knows less than us(students) about what he is teaching and what resources are available to help perform labs), and practical knowledge.",2,1,1,1,1,0,0,0,1,0,1,1,1,1,1
4366,Method of teaching and behavior is great. Tussi great o :),5,5,5,5,5,5,0,0,0,0,0,0,0,1,5
5006,I like his way of teaching .,1,3,3,2,4,4,0,0,0,0,0,0,0,1,4
5007,His vast knowledge of Philosophy is admirable.,5,5,5,5,5,5,0,0,1,0,0,0,0,0,4
5009,The way he speaks is good.,4,5,5,5,5,5,0,0,0,0,0,0,0,1,4
5026,"Hands on to proteus, is good part of this module.",5,4,5,5,5,5,0,0,0,0,0,0,1,0,4
5029,The practical work that we did on proteus was good.,5,5,5,5,5,5,0,0,0,0,1,0,1,0,4
5030,"Content delivery and all the course materials we are provided with, was good.",5,5,4,5,5,4,0,0,0,0,0,0,0,1,4
5031,The teacher has good knowledge about the subject and teaching style is also good.,4,4,4,4,4,4,0,0,1,0,0,0,0,1,4
5033,"The teacher attendance , the behavior of teacher, teacher availability outside the class are good attributes of course and instructor.",4,5,3,4,4,3,0,1,0,0,0,0,0,1,4
5034,I like his way of teaching and interaction with the students. If a student does not understand something she teaches them again and again so the student does not get confused and he get clear with the topic. Her grip on the subject is amazing.,5,5,5,5,5,5,0,0,1,0,0,0,0,1,5
5036,The fun that she does with us in our class and she treats us as children is the most amazing thing. In last semester I tried my best to learn from you but unfortunately I didn't like your way of teaching but this time your teaching style is best.,4,4,3,4,4,4,0,0,0,1,0,0,0,1,5
5037,I like the teaching style of madam.,5,5,5,4,5,5,0,0,0,0,0,0,0,1,4
5038,Nicely handle students curiosities.,3,5,4,5,3,5,0,0,0,0,0,0,0,1,4
5048,Her dedication for her students is commendable.,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5
5051,Our Teacher is dedicated enough and has ability to motivate us to go to the classes.,4,4,4,4,4,4,0,0,0,1,0,0,0,0,4
5053,I like the teaching method of madam.,5,5,5,5,5,5,0,0,0,0,0,0,0,1,4
5054,"teacher motivates students and gives everyone a chance to speak. The thing I like about this class is that I feel like I am sitting with my family members, having talks, giving the respect to everybody and some treat.",5,5,5,5,5,5,0,0,0,1,0,0,0,1,5
5057,A sound grip on subject and her way to motivate the students is good.,5,5,5,5,5,5,0,0,1,1,0,0,0,0,4
5076,Teacher should give us slides.,4,4,2,4,4,2,3,0,0,0,0,0,0,0,3
5091,More time should be spent on the areas or contents where students lack understanding.,5,5,5,5,5,4,5,0,0,0,0,0,0,1,3
5096,Teacher should give small assignments after every class related to the topic covered in that class. in this way everyone work and also the interest of student also increases.,5,4,5,5,4,5,4,0,0,0,0,0,0,1,2
5097,"Practical work should be introduced i.e. assignments etc. Sir should not worry, that whether the students are completing the assignments or not. at least one of the students should have completed the assignments.",5,5,5,5,5,5,5,0,0,0,1,0,0,1,2
5098,"His teaching style , His level of teaching to teach students . He expect too much from students which is bad.",5,5,5,4,4,1,1,0,0,0,0,0,0,1,2
5101,I want to say that it will be good if we study less but more in detail. We are studying a lot but unable to give enough time to every topic.,4,4,3,4,4,4,4,0,0,0,0,0,0,1,1
5131,I like the course contents and lecture slides which are very much interactive.,4,5,4,4,5,3,0,0,0,0,0,1,0,1,4
5133,I love networking but unfortunately I did not understand that in FIT,4,3,3,3,5,3,0,0,1,1,0,0,0,1,1
5135,"Sorry, I like nothing about this module and this instructor",5,1,1,1,1,1,0,1,1,1,1,1,1,1,1
5137,I like the friendly behavior of sir.,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4
5139,He always try to do his best.,4,4,4,3,5,3,0,1,1,1,1,1,1,1,5
5140,"Jokes and jokes, you are one of the best teacher that  make us laugh more than any teacher",5,5,5,3,5,3,0,0,0,0,0,0,0,1,4
5141,I like his zig zag walking style and his ridiculous attitude.,1,1,2,1,4,2,0,0,0,0,0,0,0,0,2
5153,Assignment and practical work should be there and take home exercises should also be there.,5,5,5,5,5,5,5,0,0,0,0,0,0,0,2
5155,Learning should be project based (experiential). Students should be involved in different kind of project activities.,5,5,5,5,5,5,5,0,0,1,0,0,0,0,2
5156,Need more exercise,5,5,5,5,5,5,5,0,0,0,0,0,0,0,2
5158,Every thing is going well.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4
5159,Classes are too long and cause attention loss.,5,5,5,5,5,5,5,0,0,0,0,0,0,1,2
5160,Teacher should give us codes written during class because with these examples we can remember everything again easily.,3,5,4,4,4,4,4,0,0,0,0,0,1,0,3
5191,Nothing much to improve. He is better this way.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5
5192,Questions must be taken up at the end of class,4,5,4,3,5,5,5,0,0,0,0,0,0,1,2
5201,The concern of instructor towards students is appreciable.,5,4,5,4,4,5,5,0,0,0,0,0,0,0,4
5202,the topics that need to be covered during lab must be taught before our lab so that we should have better understanding,4,5,4,4,5,4,4,0,0,0,0,0,1,1,2
5210,The way she takes lecture is very interesting and always manages to grab our focus.,3,5,5,4,4,5,0,0,0,0,0,0,0,1,4
5221,method of delivering lecture is awesome,5,5,5,5,5,5,0,0,0,0,0,0,0,1,5
5261,I think sir should not indulge the personal matters of students into class or relate it with module. It feels to a lot of students sometimes so I think sir should avoid that and he should be going equally and ethically with all. Otherwise our module is going excellent and I have no problem with his teaching method. He has very kind behavior with students that is appreciable.,5,5,4,5,5,5,5,0,0,0,0,0,0,1,4
5272,Everything going well and good with Sir.,5,5,4,5,5,4,5,1,1,1,1,1,1,1,4
5286,The way of connecting the problem with real world.,3,4,4,4,4,4,5,0,0,0,1,0,0,0,3
5288,Islamic Philosophy during the lecture and the connection of Islam with the topic,4,4,2,4,4,4,4,0,0,0,1,0,0,0,4
5293,Focusing on every student in class is appreciable,3,3,4,5,3,5,4,0,0,0,0,0,0,0,4
5311,Kindness to students,4,3,2,2,4,2,0,0,0,0,0,0,0,0,3
5312,Nothing. She is a very bad teacher. She has no regards for students' learning. She is not motivating at all in fact she is demotivating towards this amazing subject.,4,4,1,1,2,1,0,0,1,1,0,0,0,1,1
5325,Everything. Specially Samosa party who comes late.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4
5328,Sir has good grip over CCN subject.,5,5,4,5,5,5,5,0,1,0,0,0,0,0,4
5331,All of them ... Great teacher ... May ALLAH bless him with the good of this world and the Next (Amen),4,5,5,4,5,5,5,1,1,1,1,1,1,1,5
5342,Way of communicating,5,4,5,5,5,4,5,0,0,0,0,0,0,0,3
5345,"I think sir should have focused more on sql for dumb students like me by asking them to sit, create database of cricket schema and try certain tough queries.",5,5,5,5,5,5,5,0,0,0,0,0,0,1,2
5375,His creating connection with real world and their importance.,3,5,5,4,5,5,5,0,0,0,1,0,0,0,4
5378,Strictness on timing,5,5,5,3,3,2,4,0,0,0,0,0,0,0,2
5379,The teacher needs to be more organized. The Awesome subject can be taught in a much more interesting manner.,2,2,2,2,3,4,1,0,0,0,0,1,0,1,2
5403,Delivery method is alright,4,2,3,3,2,4,3,0,0,0,0,0,0,0,3
5405,speed should be reduced,4,4,4,4,4,3,3,0,0,0,0,0,0,1,1
5407,Time management is good,4,4,5,4,3,4,4,0,0,0,0,0,0,0,4
5408,Only book reading is not important. Our respected Sir should also prepare for lecture and clear all concepts,2,2,2,1,3,3,1,0,1,0,0,0,0,1,1
5410,"sir should teach us slowly, he should overcome his speed and should be treated all student equally.",3,4,4,4,3,3,3,0,0,0,0,0,0,1,1
5412,preparation of class lectures is fine,3,2,3,3,2,4,2,0,0,0,0,0,0,0,3
5413,"Module contents need to be revised; their is no relation between Analog part and power part, hence they must be split into to semester. Please from next year, onward, split this subject into to semesters or two modules. 
 Secondly, the final exam percentage must be lower: at least 50% must of the module marks must consist of course works.",3,4,3,3,3,3,4,0,0,0,0,0,0,0,1
5447,Lecture is very boring and tiring,2,3,2,1,3,2,2,0,0,0,0,0,0,1,1
5448,the teacher should motivate the students to learn and should try to keep the students active during the class,3,4,1,4,4,3,4,0,0,1,0,0,0,1,1
5450,"Almost it has improved, but yet there is need to consider about the lab material adherence.",4,5,4,4,5,4,5,0,0,0,0,0,1,0,4
5451,"sir should motivate us to study, he just come and start lecture. He never ever ask student that they are understanding the lectures or not.",4,4,1,3,3,3,3,0,0,1,0,0,0,1,1
5488,teaches us in interesting way.,5,4,4,4,3,4,0,0,0,0,0,0,0,1,4
5506,Good knowledge grip.,5,4,5,4,4,5,0,0,1,0,0,0,0,0,4
5508,Every thing is good. There should be revision on next Saturday.,4,5,4,5,4,4,0,1,1,1,1,1,1,1,5
5516,Module was nice and informational but the attitude of the instructor was horrible from the very first meeting.,3,4,4,3,3,2,0,0,0,1,0,0,0,1,1
5526,"everything was good, so no need any extra attention.",4,5,5,5,4,5,0,1,1,1,1,1,1,1,5
5527,Explanation method needs to be improved.,3,5,5,3,5,4,0,0,0,0,0,0,0,1,1
5528,Sir takes a lot of time for lecture than the official time. Therefore I get bored and very bored in fact same is the case with all my class fellows. The problem is that before FM we have NNFS class which is also quite boring subject and right after that class we have FM.  For me it takes a lot of effort to absorb the things being studied but when the time get exceeded I am unable to take one word further. Therefore I have missed lot of points for which I have to put an extra effort now to make things understand. ,5,5,4,4,5,4,0,0,0,1,0,0,0,1,1
5529,He is very helping and doing a great job.,4,4,4,3,4,5,0,1,1,1,1,1,1,1,5
5530,The way he gives attention to each and every student,5,5,5,4,5,5,0,0,0,0,0,0,0,1,4
5540,His ability to wake up the sleepies :D ,4,5,4,4,5,3,3,0,0,0,0,0,0,1,4
5541,I think everything is fine. Just need an effort from student side because the contents are quite new. ,3,5,4,4,5,4,4,1,1,1,1,1,1,1,4
5607,Easily accessible. Good grip over subject,5,5,5,5,5,5,0,1,1,0,0,0,0,0,4
5617,His way of delivering English course is really awesome.,5,5,5,4,4,5,0,0,0,0,0,0,0,1,5
5618,Instructor should do more work on presentation. Overall sir is good and I am satisfied with sir.,5,5,5,5,4,5,0,0,0,0,0,0,0,1,4
